"","Day","Daily.Avg..Relative.Humidity....","Daily.Avg..Wind.Speed..km.h."
"955","2003-08-13 00:00",68.2916666666667,8.95833333333333
"956","2003-08-14 00:00",68.4583333333333,11.25
"957","2003-08-15 00:00",63.5,5.58333333333333
"958","2003-08-16 00:00",63.0416666666667,14.875
"959","2003-08-17 00:00",71.25,15.8333333333333
"960","2003-08-18 00:00",68.4782608695652,11.0869565217391
"961","2003-08-19 00:00",63.9166666666667,10.5
"962","2003-08-20 00:00",60.5,7.16666666666667
"963","2003-08-21 00:00",62.5,7.83333333333333
"964","2003-08-22 00:00",64.5416666666667,14.5416666666667
"965","2003-08-23 00:00",59.6666666666667,13.2916666666667
"966","2003-08-24 00:00",64.2083333333333,13.5833333333333
"967","2003-08-25 00:00",60.4583333333333,10.875
"968","2003-08-26 00:00",62.5,6.45833333333333
"969","2003-08-27 00:00",69.4583333333333,11.2083333333333
"970","2003-08-28 00:00",63.2916666666667,15.875
"971","2003-08-29 00:00",59.5833333333333,12.625
"972","2003-08-30 00:00",68.4166666666667,12.6666666666667
"973","2003-08-31 00:00",63.25,6.33333333333333
"974","2003-09-01 00:00",65.5,11.7916666666667
"975","2003-09-02 00:00",64.9565217391304,7.26086956521739
"976","2003-09-03 00:00",61.4166666666667,6.04166666666667
"977","2003-09-04 00:00",71.375,12.7916666666667
"978","2003-09-05 00:00",71,6.58333333333333
"979","2003-09-06 00:00",68.3333333333333,6.58333333333333
"980","2003-09-07 00:00",66.25,7.70833333333333
"981","2003-09-08 00:00",64.695652173913,9.17391304347826
"982","2003-09-09 00:00",65.4583333333333,7.5
"983","2003-09-10 00:00",61.3333333333333,13.9583333333333
"984","2003-09-11 00:00",64.1666666666667,7.79166666666667
"985","2003-09-12 00:00",61.125,9.58333333333333
"986","2003-09-13 00:00",56.25,7.33333333333333
"987","2003-09-14 00:00",61.5833333333333,7.79166666666667
"988","2003-09-15 00:00",60.6666666666667,8
"989","2003-09-16 00:00",63,9.625
"990","2003-09-17 00:00",60.5833333333333,10.9583333333333
"991","2003-09-18 00:00",62.1666666666667,4.79166666666667
"992","2003-09-19 00:00",60.7083333333333,4.29166666666667
"993","2003-09-20 00:00",59,6.91666666666667
"994","2003-09-21 00:00",68.4166666666667,8.66666666666667
"995","2003-09-22 00:00",66.2083333333333,4.66666666666667
"996","2003-09-23 00:00",67.1363636363636,14.1363636363636
"997","2003-09-24 00:00",62.6666666666667,13.75
"998","2003-09-25 00:00",59.5,10.0416666666667
"999","2003-09-26 00:00",58.2916666666667,9.25
"1000","2003-09-27 00:00",57.9166666666667,14.5
"1001","2003-09-28 00:00",61.7083333333333,24.6666666666667
"1002","2003-09-29 00:00",61.375,20.0833333333333
"1003","2003-09-30 00:00",63.1666666666667,12.2916666666667
"1004","2003-10-01 00:00",61.3333333333333,4.625
"1005","2003-10-02 00:00",59.6666666666667,5.375
"1006","2003-10-03 00:00",61.125,17.5
"1007","2003-10-04 00:00",58.25,11.8333333333333
"1008","2003-10-05 00:00",64.5,14
"1009","2003-10-06 00:00",60.3333333333333,10.8333333333333
"1010","2003-10-07 00:00",60.125,7.625
"1011","2003-10-08 00:00",54.7083333333333,18.0416666666667
"1012","2003-10-09 00:00",58.0833333333333,11.0416666666667
"1013","2003-10-10 00:00",60.875,6.41666666666667
"1014","2003-10-11 00:00",60.0833333333333,6.04166666666667
"1015","2003-10-12 00:00",59.75,5.5
"1016","2003-10-13 00:00",63.5833333333333,12.0833333333333
"1017","2003-10-14 00:00",61.0416666666667,8.125
"1018","2003-10-15 00:00",62.0833333333333,25.5833333333333
"1019","2003-10-16 00:00",50.7916666666667,20.9166666666667
"1020","2003-10-17 00:00",54.375,17.1666666666667
"1021","2003-10-18 00:00",63.4166666666667,6.08333333333333
"1022","2003-10-19 00:00",66.0416666666667,8.375
"1023","2003-10-20 00:00",52.625,12.0833333333333
"1024","2003-10-21 00:00",65.3333333333333,12.5
"1025","2003-10-22 00:00",69.5,16.4583333333333
"1026","2003-10-23 00:00",67.875,16.5416666666667
"1027","2003-10-24 00:00",63.2083333333333,16.875
"1028","2003-10-25 00:00",53,12.75
"1029","2003-10-26 00:00",55.625,17.3333333333333
"1030","2003-10-27 00:00",54.5833333333333,21.1666666666667
"1031","2003-10-28 00:00",60.7916666666667,15.1666666666667
"1032","2003-10-29 00:00",63,13
"1033","2003-10-30 00:00",58.3333333333333,20.6666666666667
"1034","2003-10-31 00:00",55.7916666666667,12.4583333333333
"1035","2003-11-01 00:00",55.4583333333333,16.5833333333333
"1036","2003-11-02 00:00",53.7916666666667,11
"1037","2003-11-03 00:00",61.375,6.29166666666667
"1038","2003-11-04 00:00",50.4166666666667,17.2916666666667
"1039","2003-11-05 00:00",65.5416666666667,13.125
"1040","2003-11-06 00:00",63.4583333333333,9.375
"1041","2003-11-07 00:00",68.75,4
"1042","2003-11-08 00:00",47.7083333333333,24
"1043","2003-11-09 00:00",40.4166666666667,24.9583333333333
"1044","2003-11-10 00:00",50.125,14.1666666666667
"1045","2003-11-11 00:00",58.8333333333333,7.875
"1046","2003-11-12 00:00",67.7083333333333,11.0416666666667
"1047","2003-11-13 00:00",68.75,16.5833333333333
"1048","2003-11-14 00:00",63.8333333333333,21.2916666666667
"1049","2003-11-15 00:00",58.9583333333333,26.6666666666667
"1050","2003-11-16 00:00",57.5416666666667,16.9583333333333
"1051","2003-11-17 00:00",66.5833333333333,4.625
"1052","2003-11-18 00:00",64.7916666666667,2.95833333333333
"1053","2003-11-19 00:00",62.1666666666667,15.6666666666667
"1054","2003-11-20 00:00",57.8333333333333,24.8333333333333
"1055","2003-11-21 00:00",47.8888888888889,17.2083333333333
"1056","2003-11-22 00:00",NA,27.0833333333333
"1057","2003-11-23 00:00",NA,18.4166666666667
"1058","2003-11-24 00:00",NA,8.45833333333333
"1059","2003-11-25 00:00",NA,12.875
"1060","2003-11-26 00:00",NA,7.29166666666667
"1061","2003-11-27 00:00",NA,4.29166666666667
"1062","2003-11-28 00:00",NA,9.29166666666667
"1063","2003-11-29 00:00",NA,29.3333333333333
"1064","2003-11-30 00:00",NA,26.375
"1065","2003-12-01 00:00",NA,17.9583333333333
"1066","2003-12-02 00:00",NA,21.7083333333333
"1067","2003-12-03 00:00",NA,15.8333333333333
"1068","2003-12-04 00:00",NA,18.5416666666667
"1069","2003-12-05 00:00",NA,8.08333333333333
"1070","2003-12-06 00:00",NA,13.7083333333333
"1071","2003-12-07 00:00",NA,35.2916666666667
"1072","2003-12-08 00:00",NA,35.0416666666667
"1073","2003-12-09 00:00",NA,20
"1074","2003-12-10 00:00",NA,7.04166666666667
"1075","2003-12-11 00:00",NA,14.5
"1076","2003-12-12 00:00",NA,30
"1077","2003-12-13 00:00",NA,28.5833333333333
"1078","2003-12-14 00:00",NA,13.25
"1079","2003-12-15 00:00",NA,23.4166666666667
"1080","2003-12-16 00:00",NA,26.5416666666667
"1081","2003-12-17 00:00",NA,12.4166666666667
"1082","2003-12-18 00:00",NA,31.375
"1083","2003-12-19 00:00",NA,13
"1084","2003-12-20 00:00",NA,4.58333333333333
"1085","2003-12-21 00:00",NA,10.9583333333333
"1086","2003-12-22 00:00",NA,11.25
"1087","2003-12-23 00:00",NA,8.16666666666667
"1088","2003-12-24 00:00",NA,13.1666666666667
"1089","2003-12-25 00:00",NA,13.9166666666667
"1090","2003-12-26 00:00",NA,14.8333333333333
"1091","2003-12-27 00:00",NA,18.7083333333333
"1092","2003-12-28 00:00",NA,11
"1093","2003-12-29 00:00",NA,5.20833333333333
"1094","2003-12-30 00:00",NA,12.5416666666667
"1095","2003-12-31 00:00",NA,21.5416666666667
"1096","2004-01-01 00:00",NA,18
"1097","2004-01-02 00:00",NA,11.625
"1098","2004-01-03 00:00",NA,11.4583333333333
"1099","2004-01-04 00:00",NA,17.9166666666667
"1100","2004-01-05 00:00",NA,13.3333333333333
"1101","2004-01-06 00:00",NA,5.66666666666667
"1102","2004-01-07 00:00",NA,25.5
"1103","2004-01-08 00:00",NA,19.1666666666667
"1104","2004-01-09 00:00",NA,13.8333333333333
"1105","2004-01-10 00:00",NA,11.375
"1106","2004-01-11 00:00",NA,12.3333333333333
"1107","2004-01-12 00:00",NA,3.33333333333333
"1108","2004-01-13 00:00",NA,5.625
"1109","2004-01-14 00:00",NA,32.5
"1110","2004-01-15 00:00",NA,21
"1111","2004-01-16 00:00",NA,18.2083333333333
"1112","2004-01-17 00:00",NA,29.4166666666667
"1113","2004-01-18 00:00",NA,10.1666666666667
"1114","2004-01-19 00:00",NA,19.8333333333333
"1115","2004-01-20 00:00",NA,25
"1116","2004-01-21 00:00",NA,13.2083333333333
"1117","2004-01-22 00:00",NA,10.75
"1118","2004-01-23 00:00",NA,20.625
"1119","2004-01-24 00:00",NA,17.375
"1120","2004-01-25 00:00",NA,15.7083333333333
"1121","2004-01-26 00:00",NA,20.75
"1122","2004-01-27 00:00",NA,15.75
"1123","2004-01-28 00:00",NA,7.54166666666667
"1124","2004-01-29 00:00",NA,17.625
"1125","2004-01-30 00:00",NA,14.4583333333333
"1126","2004-01-31 00:00",NA,4.41666666666667
"1127","2004-02-01 00:00",NA,22.25
"1128","2004-02-02 00:00",NA,13.9166666666667
"1129","2004-02-03 00:00",NA,4.625
"1130","2004-02-04 00:00",NA,21.75
"1131","2004-02-05 00:00",NA,29.9583333333333
"1132","2004-02-06 00:00",NA,17.2916666666667
"1133","2004-02-07 00:00",NA,15.75
"1134","2004-02-08 00:00",NA,14.7916666666667
"1135","2004-02-09 00:00",NA,15.3333333333333
"1136","2004-02-10 00:00",NA,8.95833333333333
"1137","2004-02-11 00:00",NA,5.66666666666667
"1138","2004-02-12 00:00",NA,13.125
"1139","2004-02-13 00:00",NA,12.7916666666667
"1140","2004-02-14 00:00",NA,14.7083333333333
"1141","2004-02-15 00:00",NA,12.875
"1142","2004-02-16 00:00",NA,12.7916666666667
"1143","2004-02-17 00:00",NA,10.3333333333333
"1144","2004-02-18 00:00",NA,10.6666666666667
"1145","2004-02-19 00:00",NA,38.3333333333333
"1146","2004-02-20 00:00",NA,28.0416666666667
"1147","2004-02-21 00:00",NA,7.875
"1148","2004-02-22 00:00",NA,17.1666666666667
"1149","2004-02-23 00:00",NA,15.1666666666667
"1150","2004-02-24 00:00",NA,12.0416666666667
"1151","2004-02-25 00:00",NA,6.91666666666667
"1152","2004-02-26 00:00",NA,28.5416666666667
"1153","2004-02-27 00:00",NA,26.6666666666667
"1154","2004-02-28 00:00",NA,22.1666666666667
"1155","2004-02-29 00:00",NA,3.33333333333333
"1156","2004-03-01 00:00",NA,4.91666666666667
"1157","2004-03-02 00:00",NA,14
"1158","2004-03-03 00:00",NA,17.4166666666667
"1159","2004-03-04 00:00",NA,11.4583333333333
"1160","2004-03-05 00:00",NA,6.45833333333333
"1161","2004-03-06 00:00",NA,12.625
"1162","2004-03-07 00:00",NA,22.1666666666667
"1163","2004-03-08 00:00",NA,12.7083333333333
"1164","2004-03-09 00:00",NA,14.375
"1165","2004-03-10 00:00",NA,8.20833333333333
"1166","2004-03-11 00:00",NA,13.125
"1167","2004-03-12 00:00",NA,15.1666666666667
"1168","2004-03-13 00:00",NA,15.2083333333333
"1169","2004-03-14 00:00",NA,10.875
"1170","2004-03-15 00:00",NA,15.0416666666667
"1171","2004-03-16 00:00",NA,15
"1172","2004-03-17 00:00",NA,18.4166666666667
"1173","2004-03-18 00:00",NA,14.7083333333333
"1174","2004-03-19 00:00",NA,6.33333333333333
"1175","2004-03-20 00:00",NA,13.3333333333333
"1176","2004-03-21 00:00",NA,8
"1177","2004-03-22 00:00",NA,8.58333333333333
"1178","2004-03-23 00:00",NA,14.5416666666667
"1179","2004-03-24 00:00",NA,12.5416666666667
"1180","2004-03-25 00:00",NA,13.1666666666667
"1181","2004-03-26 00:00",NA,17.2916666666667
"1182","2004-03-27 00:00",NA,14.9166666666667
"1183","2004-03-28 00:00",NA,21.0416666666667
"1184","2004-03-29 00:00",NA,4.20833333333333
"1185","2004-03-30 00:00",NA,10
"1186","2004-03-31 00:00",NA,12.75
"1187","2004-04-01 00:00",NA,10.375
"1188","2004-04-02 00:00",NA,14.3333333333333
"1189","2004-04-03 00:00",NA,8.875
"1190","2004-04-04 00:00",NA,9.45833333333333
"1191","2004-04-05 00:00",NA,10.625
"1192","2004-04-06 00:00",NA,10.125
"1193","2004-04-07 00:00",NA,7.16666666666667
"1194","2004-04-08 00:00",NA,7.25
"1195","2004-04-09 00:00",NA,11.9166666666667
"1196","2004-04-10 00:00",NA,12.9166666666667
"1197","2004-04-11 00:00",NA,13.875
"1198","2004-04-12 00:00",NA,8.29166666666667
"1199","2004-04-13 00:00",NA,11.125
"1200","2004-04-14 00:00",NA,19.875
"1201","2004-04-15 00:00",NA,19.125
"1202","2004-04-16 00:00",NA,22.5833333333333
"1203","2004-04-17 00:00",NA,10.7083333333333
"1204","2004-04-18 00:00",NA,13.4583333333333
"1205","2004-04-19 00:00",NA,20.625
"1206","2004-04-20 00:00",NA,22.7916666666667
"1207","2004-04-21 00:00",NA,8.125
"1208","2004-04-22 00:00",NA,19.5
"1209","2004-04-23 00:00",NA,14.2083333333333
"1210","2004-04-24 00:00",NA,8.95833333333333
"1211","2004-04-25 00:00",NA,19.5
"1212","2004-04-26 00:00",NA,11.0833333333333
"1213","2004-04-27 00:00",NA,6.91666666666667
"1214","2004-04-28 00:00",NA,8.79166666666667
"1215","2004-04-29 00:00",NA,13.4583333333333
"1216","2004-04-30 00:00",NA,10.4583333333333
"1217","2004-05-01 00:00",NA,10.7083333333333
"1218","2004-05-02 00:00",NA,17.4166666666667
"1219","2004-05-03 00:00",NA,21.4583333333333
"1220","2004-05-04 00:00",NA,27.5416666666667
"1221","2004-05-05 00:00",NA,19.3333333333333
"1222","2004-05-06 00:00",NA,14.25
"1223","2004-05-07 00:00",NA,18.375
"1224","2004-05-08 00:00",NA,24.7916666666667
"1225","2004-05-09 00:00",NA,18.0833333333333
"1226","2004-05-10 00:00",NA,11
"1227","2004-05-11 00:00",NA,11.625
"1228","2004-05-12 00:00",NA,8.79166666666667
"1229","2004-05-13 00:00",NA,8.16666666666667
"1230","2004-05-14 00:00",NA,13.2083333333333
"1231","2004-05-15 00:00",NA,18.75
"1232","2004-05-16 00:00",NA,13.9583333333333
"1233","2004-05-17 00:00",NA,7.91666666666667
"1234","2004-05-18 00:00",NA,21.625
"1235","2004-05-19 00:00",NA,13.5
"1236","2004-05-20 00:00",NA,13.1666666666667
"1237","2004-05-21 00:00",NA,16
"1238","2004-05-22 00:00",NA,7.83333333333333
"1239","2004-05-23 00:00",NA,7.04166666666667
"1240","2004-05-24 00:00",NA,11.3333333333333
"1241","2004-05-25 00:00",NA,12.375
"1242","2004-05-26 00:00",NA,8.375
"1243","2004-05-27 00:00",NA,10.3333333333333
"1244","2004-05-28 00:00",NA,7.45833333333333
"1245","2004-05-29 00:00",NA,13.25
"1246","2004-05-30 00:00",NA,20.0833333333333
"1247","2004-05-31 00:00",NA,17.0833333333333
"1248","2004-06-01 00:00",NA,7.875
"1249","2004-06-02 00:00",NA,6.625
"1250","2004-06-03 00:00",NA,11.6666666666667
"1251","2004-06-04 00:00",NA,17.1666666666667
"1252","2004-06-05 00:00",NA,12.5416666666667
"1253","2004-06-06 00:00",NA,11.9166666666667
"1254","2004-06-07 00:00",NA,13.2083333333333
"1255","2004-06-08 00:00",NA,8.66666666666667
"1256","2004-06-09 00:00",NA,14.6666666666667
"1257","2004-06-10 00:00",NA,16.0833333333333
"1258","2004-06-11 00:00",NA,16
"1259","2004-06-12 00:00",NA,14.875
"1260","2004-06-13 00:00",NA,9.70833333333333
"1261","2004-06-14 00:00",NA,18.0416666666667
"1262","2004-06-15 00:00",NA,15.25
"1263","2004-06-16 00:00",NA,13.875
"1264","2004-06-17 00:00",NA,8.5
"1265","2004-06-18 00:00",NA,6.83333333333333
"1266","2004-06-19 00:00",NA,11.125
"1267","2004-06-20 00:00",NA,15.4166666666667
"1268","2004-06-21 00:00",NA,13.2916666666667
"1269","2004-06-22 00:00",NA,10.2083333333333
"1270","2004-06-23 00:00",NA,8.125
"1271","2004-06-24 00:00",NA,5.5
"1272","2004-06-25 00:00",NA,15.4583333333333
"1273","2004-06-26 00:00",NA,8.58333333333333
"1274","2004-06-27 00:00",NA,10.2083333333333
"1275","2004-06-28 00:00",60.2727272727273,11.7916666666667
"1276","2004-06-29 00:00",74.5833333333333,5.20833333333333
"1277","2004-06-30 00:00",80.875,9.625
"1278","2004-07-01 00:00",81,5.91666666666667
"1279","2004-07-02 00:00",83.75,11.5833333333333
"1280","2004-07-03 00:00",88.875,11.375
"1281","2004-07-04 00:00",87.7083333333333,4.70833333333333
"1282","2004-07-05 00:00",83.8333333333333,10.375
"1283","2004-07-06 00:00",89.7916666666667,11.2083333333333
"1284","2004-07-07 00:00",79.0416666666667,5.41666666666667
"1285","2004-07-08 00:00",74.3333333333333,9.5
"1286","2004-07-09 00:00",90.5416666666667,6.04166666666667
"1287","2004-07-10 00:00",93.9583333333333,12.1666666666667
"1288","2004-07-11 00:00",89.375,14.0416666666667
"1289","2004-07-12 00:00",75.875,5.625
"1290","2004-07-13 00:00",65.125,9.875
"1291","2004-07-14 00:00",71.7916666666667,16.5
"1292","2004-07-15 00:00",89.4583333333333,19.0833333333333
"1293","2004-07-16 00:00",78.9166666666667,13.25
"1294","2004-07-17 00:00",77.0833333333333,13.4166666666667
"1295","2004-07-18 00:00",84.25,6.79166666666667
"1296","2004-07-19 00:00",93.875,9.54166666666667
"1297","2004-07-20 00:00",90.25,10.9166666666667
"1298","2004-07-21 00:00",88.2083333333333,8.875
"1299","2004-07-22 00:00",82.875,12.375
"1300","2004-07-23 00:00",80.0416666666667,15.4583333333333
"1301","2004-07-24 00:00",89,10.75
"1302","2004-07-25 00:00",78.8333333333333,5.125
"1303","2004-07-26 00:00",75,3.5
"1304","2004-07-27 00:00",81.625,4.33333333333333
"1305","2004-07-28 00:00",83.7083333333333,5.75
"1306","2004-07-29 00:00",86.2916666666667,6.66666666666667
"1307","2004-07-30 00:00",80.0416666666667,9.33333333333333
"1308","2004-07-31 00:00",83.4166666666667,16.4583333333333
"1309","2004-08-01 00:00",85.8333333333333,18.4583333333333
"1310","2004-08-02 00:00",72.125,6.79166666666667
"1311","2004-08-03 00:00",74.125,10.1666666666667
"1312","2004-08-04 00:00",77.5,8.625
"1313","2004-08-05 00:00",72.6666666666667,8.08333333333333
"1314","2004-08-06 00:00",82.5416666666667,4.83333333333333
"1315","2004-08-07 00:00",93.4166666666667,9.16666666666667
"1316","2004-08-08 00:00",81.9583333333333,12.2083333333333
"1317","2004-08-09 00:00",87.2083333333333,7.33333333333333
"1318","2004-08-10 00:00",75.8333333333333,5.83333333333333
"1319","2004-08-11 00:00",74.2916666666667,12.4166666666667
"1320","2004-08-12 00:00",75.7083333333333,13.8333333333333
"1321","2004-08-13 00:00",74.25,16.75
"1322","2004-08-14 00:00",89.125,15.0833333333333
"1323","2004-08-15 00:00",74.7083333333333,6.5
"1324","2004-08-16 00:00",78.7083333333333,2.33333333333333
"1325","2004-08-17 00:00",88.75,4.66666666666667
"1326","2004-08-18 00:00",77.2916666666667,9.125
"1327","2004-08-19 00:00",75.4583333333333,13.1666666666667
"1328","2004-08-20 00:00",79.3333333333333,14
"1329","2004-08-21 00:00",92.6666666666667,10.6666666666667
"1330","2004-08-22 00:00",78.7083333333333,8.875
"1331","2004-08-23 00:00",73.4583333333333,10.75
"1332","2004-08-24 00:00",72.25,10.3333333333333
"1333","2004-08-25 00:00",77.0416666666667,8.75
"1334","2004-08-26 00:00",76.2083333333333,4.75
"1335","2004-08-27 00:00",81.3333333333333,9.25
"1336","2004-08-28 00:00",84.4583333333333,10.5416666666667
"1337","2004-08-29 00:00",72.0833333333333,10.2916666666667
"1338","2004-08-30 00:00",88.625,11.6666666666667
"1339","2004-08-31 00:00",94.125,10.0833333333333
"1340","2004-09-01 00:00",83.25,10.1666666666667
"1341","2004-09-02 00:00",72.2916666666667,9.95833333333333
"1342","2004-09-03 00:00",84.0833333333333,6
"1343","2004-09-04 00:00",83.7083333333333,13.25
"1344","2004-09-05 00:00",76.1666666666667,7.16666666666667
"1345","2004-09-06 00:00",72.875,13.2083333333333
"1346","2004-09-07 00:00",76.0833333333333,14.5416666666667
"1347","2004-09-08 00:00",86.4583333333333,8.45833333333333
"1348","2004-09-09 00:00",86.4583333333333,10.5416666666667
"1349","2004-09-10 00:00",88.2083333333333,20.7916666666667
"1350","2004-09-11 00:00",79.9583333333333,11.1666666666667
"1351","2004-09-12 00:00",78.2916666666667,7.875
"1352","2004-09-13 00:00",69.9583333333333,13.5416666666667
"1353","2004-09-14 00:00",69.0416666666667,8.91666666666667
"1354","2004-09-15 00:00",70.875,14.9166666666667
"1355","2004-09-16 00:00",81.25,13.8333333333333
"1356","2004-09-17 00:00",86.5833333333333,14.9166666666667
"1357","2004-09-18 00:00",88.625,9.41666666666667
"1358","2004-09-19 00:00",88.125,20.2916666666667
"1359","2004-09-20 00:00",68.1666666666667,26.0416666666667
"1360","2004-09-21 00:00",74.8333333333333,16.1666666666667
"1361","2004-09-22 00:00",80.4583333333333,9.125
"1362","2004-09-23 00:00",80.7083333333333,17.5416666666667
"1363","2004-09-24 00:00",80.3333333333333,5.75
"1364","2004-09-25 00:00",82.5416666666667,13.2083333333333
"1365","2004-09-26 00:00",77.3333333333333,9.83333333333333
"1366","2004-09-27 00:00",74.5,10.9583333333333
"1367","2004-09-28 00:00",80.4166666666667,14.875
"1368","2004-09-29 00:00",79.625,5.08333333333333
"1369","2004-09-30 00:00",80.9166666666667,6.125
"1370","2004-10-01 00:00",87.2083333333333,4.125
"1371","2004-10-02 00:00",83.8333333333333,6.04166666666667
"1372","2004-10-03 00:00",92.5416666666667,9
"1373","2004-10-04 00:00",86.7083333333333,17.4583333333333
"1374","2004-10-05 00:00",83.0416666666667,14.4166666666667
"1375","2004-10-06 00:00",68.7916666666667,10.0833333333333
"1376","2004-10-07 00:00",77.1666666666667,8.70833333333333
"1377","2004-10-08 00:00",78.0833333333333,12.1666666666667
"1378","2004-10-09 00:00",76.4166666666667,13.9166666666667
"1379","2004-10-10 00:00",89.8333333333333,12.4583333333333
"1380","2004-10-11 00:00",93.4583333333333,22.9583333333333
"1381","2004-10-12 00:00",89.9166666666667,20.125
"1382","2004-10-13 00:00",94.0833333333333,13.375
"1383","2004-10-14 00:00",86.6666666666667,6.125
"1384","2004-10-15 00:00",94.5833333333333,17.5833333333333
"1385","2004-10-16 00:00",91.7083333333333,19.375
"1386","2004-10-17 00:00",83.1666666666667,14.9583333333333
"1387","2004-10-18 00:00",79.375,7.70833333333333
"1388","2004-10-19 00:00",84.125,6.58333333333333
"1389","2004-10-20 00:00",81.1666666666667,9.29166666666667
"1390","2004-10-21 00:00",79.8333333333333,13.375
"1391","2004-10-22 00:00",86.7916666666667,7.16666666666667
"1392","2004-10-23 00:00",82.375,8.625
"1393","2004-10-24 00:00",76.7083333333333,10.6666666666667
"1394","2004-10-25 00:00",87,7.45833333333333
"1395","2004-10-26 00:00",87.0416666666667,5.04166666666667
"1396","2004-10-27 00:00",86.5833333333333,8.83333333333333
"1397","2004-10-28 00:00",69.0416666666667,22.3333333333333
"1398","2004-10-29 00:00",82.5833333333333,6.54166666666667
"1399","2004-10-30 00:00",80.4583333333333,6.875
"1400","2004-10-31 00:00",89.2916666666667,15.2083333333333
"1401","2004-11-01 00:00",92.125,22.1666666666667
"1402","2004-11-02 00:00",88.8333333333333,13.4166666666667
"1403","2004-11-03 00:00",91.5416666666667,14.25
"1404","2004-11-04 00:00",66.7142857142857,23.8571428571429
"1405","2004-11-05 00:00",76.7272727272727,32.8181818181818
"1406","2004-11-06 00:00",68.9583333333333,28.875
"1407","2004-11-07 00:00",69.0833333333333,19.2916666666667
"1408","2004-11-08 00:00",84.7916666666667,16.625
"1409","2004-11-09 00:00",66.625,12.5833333333333
"1410","2004-11-10 00:00",70.7916666666667,9.66666666666667
"1411","2004-11-11 00:00",71.8333333333333,17.1666666666667
"1412","2004-11-12 00:00",71.7916666666667,10.3333333333333
"1413","2004-11-13 00:00",89,9.875
"1414","2004-11-14 00:00",91.2916666666667,22.7083333333333
"1415","2004-11-15 00:00",77.125,24.0416666666667
"1416","2004-11-16 00:00",73.7083333333333,28.6666666666667
"1417","2004-11-17 00:00",82,23.875
"1418","2004-11-18 00:00",82.875,9.375
"1419","2004-11-19 00:00",79.8333333333333,9.91666666666667
"1420","2004-11-20 00:00",81.375,18.9166666666667
"1421","2004-11-21 00:00",88.3333333333333,3.54166666666667
"1422","2004-11-22 00:00",89.75,9.70833333333333
"1423","2004-11-23 00:00",75.5416666666667,9.79166666666667
"1424","2004-11-24 00:00",79.875,13.8333333333333
"1425","2004-11-25 00:00",91.5416666666667,24.9583333333333
"1426","2004-11-26 00:00",71.9166666666667,27.75
"1427","2004-11-27 00:00",65.8333333333333,17.3333333333333
"1428","2004-11-28 00:00",78.1666666666667,15.4583333333333
"1429","2004-11-29 00:00",89.2083333333333,22.7083333333333
"1430","2004-11-30 00:00",86.125,5.79166666666667
"1431","2004-12-01 00:00",92.7916666666667,17.7083333333333
"1432","2004-12-02 00:00",68,33.7083333333333
"1433","2004-12-03 00:00",64.75,13.9583333333333
"1434","2004-12-04 00:00",79.0416666666667,9
"1435","2004-12-05 00:00",71.9583333333333,21.8333333333333
"1436","2004-12-06 00:00",54.5,23.875
"1437","2004-12-07 00:00",77.5416666666667,8.79166666666667
"1438","2004-12-08 00:00",91,15.4166666666667
"1439","2004-12-09 00:00",87.9166666666667,16.3333333333333
"1440","2004-12-10 00:00",87.9166666666667,5.625
"1441","2004-12-11 00:00",94,17.0833333333333
"1442","2004-12-12 00:00",96.25,9.79166666666667
"1443","2004-12-13 00:00",90.625,12.1666666666667
"1444","2004-12-14 00:00",82.9583333333333,19.3333333333333
"1445","2004-12-15 00:00",78.3333333333333,12.7083333333333
"1446","2004-12-16 00:00",76.5416666666667,8.33333333333333
"1447","2004-12-17 00:00",81.6666666666667,19.5416666666667
"1448","2004-12-18 00:00",74.3333333333333,11.25
"1449","2004-12-19 00:00",94.5,10.9166666666667
"1450","2004-12-20 00:00",97.5,10.9583333333333
"1451","2004-12-21 00:00",90.6666666666667,19
"1452","2004-12-22 00:00",72.2083333333333,13.75
"1453","2004-12-23 00:00",86.1666666666667,19.4166666666667
"1454","2004-12-24 00:00",85,21.3333333333333
"1455","2004-12-25 00:00",68.25,10.3333333333333
"1456","2004-12-26 00:00",77.9583333333333,8.25
"1457","2004-12-27 00:00",93.375,36.625
"1458","2004-12-28 00:00",73.5,20.375
"1459","2004-12-29 00:00",84.6666666666667,15.1666666666667
"1460","2004-12-30 00:00",79.0833333333333,6.70833333333333
"1461","2004-12-31 00:00",82.0416666666667,16
"1462","2005-01-01 00:00",82.4583333333333,20.0833333333333
"1463","2005-01-02 00:00",75.125,15.6666666666667
"1464","2005-01-03 00:00",86.9583333333333,17.5416666666667
"1465","2005-01-04 00:00",79.625,6.33333333333333
"1466","2005-01-05 00:00",68.2083333333333,14.6666666666667
"1467","2005-01-06 00:00",68.8333333333333,9.75
"1468","2005-01-07 00:00",91.75,9.125
"1469","2005-01-08 00:00",81.5833333333333,10.75
"1470","2005-01-09 00:00",80.2916666666667,13.9166666666667
"1471","2005-01-10 00:00",87.9166666666667,12.9583333333333
"1472","2005-01-11 00:00",65.6666666666667,23.5
"1473","2005-01-12 00:00",75.875,7.54166666666667
"1474","2005-01-13 00:00",90.8333333333333,18.0833333333333
"1475","2005-01-14 00:00",95.5,19.4166666666667
"1476","2005-01-15 00:00",71.125,13.9166666666667
"1477","2005-01-16 00:00",71.4166666666667,5.08333333333333
